Series,Date,Values
T2,2000-10,0.0
T2,2000-11,0.0
T2,2000-12,0.0
T2,2001-01,0.0
T2,2001-02,0.0
T2,2001-03,0.0
T2,2001-04,0.0
T2,2001-05,0.0
T2,2001-06,0.0
T2,2001-07,0.0
T2,2001-08,0.0
T2,2001-09,0.0
T2,2001-10,0.0
T2,2001-11,0.0
T2,2001-12,0.0
T2,2002-01,0.0
T2,2002-02,0.0
T2,2002-03,0.0
T3,1998-01,0.0
T3,1998-02,0.0
T3,1998-03,0.0
T3,1998-04,0.0
T3,1998-05,0.0
T3,1998-06,1.0
T3,1998-07,0.0
T3,1998-08,0.0
T3,1998-09,0.0
T3,1998-10,1.0
T3,1998-11,0.0
T3,1998-12,1.0
T3,1999-01,0.0
T3,1999-02,0.0
T3,1999-03,0.0
T3,1999-04,0.0
T3,1999-05,0.0
T3,1999-06,0.0
T3,1999-07,0.0
T3,1999-08,0.0
T3,1999-09,0.0
T3,1999-10,0.0
T3,1999-11,0.0
T3,1999-12,0.0
T3,2000-01,0.0
T3,2000-02,0.0
T3,2000-03,0.0
T3,2000-04,0.0
T3,2000-05,0.0
T3,2000-06,0.0
T3,2000-07,0.0
T3,2000-08,0.0
T3,2000-09,0.0
T3,2000-10,0.0
T3,2000-11,0.0
T3,2000-12,0.0
T3,2001-01,0.0
T3,2001-02,0.0
T3,2001-03,0.0
T3,2001-04,0.0
T3,2001-05,0.0
T3,2001-06,0.0
T3,2001-07,0.0
T3,2001-08,0.0
T3,2001-09,0.0
T3,2001-10,0.0
T3,2001-11,0.0
T3,2001-12,0.0
T3,2002-01,0.0
T3,2002-02,0.0
T3,2002-03,0.0
T4,1998-01,0.0
T4,1998-02,0.0
T4,1998-03,0.0
T4,1998-04,0.0
T4,1998-05,0.0
T4,1998-06,0.0
T4,1998-07,0.0
T4,1998-08,0.0
T4,1998-09,0.0
T4,1998-10,2.0
T4,1998-11,0.0
T4,1998-12,1.0
T4,1999-01,0.0
T4,1999-02,0.0
T4,1999-03,0.0
T4,1999-04,0.0
T4,1999-05,0.0
T4,1999-06,0.0
T4,1999-07,0.0
T4,1999-08,0.0
T4,1999-09,0.0
T4,1999-10,0.0
T4,1999-11,0.0
T4,1999-12,0.0
T4,2000-01,0.0
T4,2000-02,0.0
T4,2000-03,0.0
T4,2000-04,0.0
T4,2000-05,0.0
T4,2000-06,0.0
T4,2000-07,0.0
T4,2000-08,0.0
T4,2000-09,0.0
T4,2000-10,0.0
T4,2000-11,0.0
T4,2000-12,0.0
T4,2001-01,0.0
T4,2001-02,0.0
T4,2001-03,0.0
T4,2001-04,0.0
T4,2001-05,0.0
T4,2001-06,0.0
T4,2001-07,0.0
T4,2001-08,0.0
T4,2001-09,0.0
T4,2001-10,0.0
T4,2001-11,0.0
T4,2001-12,0.0
T4,2002-01,0.0
T4,2002-02,0.0
T4,2002-03,0.0
T5,1998-01,1.0
T5,1998-02,0.0
T5,1998-03,1.0
T5,1998-04,0.0
T5,1998-05,0.0
T5,1998-06,1.0
T5,1998-07,0.0
T5,1998-08,0.0
T5,1998-09,0.0
T5,1998-10,0.0
T5,1998-11,0.0
T5,1998-12,0.0
T5,1999-01,0.0
T5,1999-02,0.0
T5,1999-03,0.0
T5,1999-04,0.0
T5,1999-05,0.0
T5,1999-06,0.0
T5,1999-07,0.0
T5,1999-08,0.0
T5,1999-09,0.0
T5,1999-10,0.0
T5,1999-11,0.0
T5,1999-12,0.0
T5,2000-01,0.0
T5,2000-02,0.0
T5,2000-03,0.0
T5,2000-04,0.0
T5,2000-05,0.0
T5,2000-06,0.0
T5,2000-07,0.0
T5,2000-08,0.0
T5,2000-09,0.0
T5,2000-10,0.0
T5,2000-11,0.0
T5,2000-12,0.0
T5,2001-01,0.0
T5,2001-02,0.0
T5,2001-03,0.0
T5,2001-04,0.0
T5,2001-05,0.0
T5,2001-06,0.0
T5,2001-07,0.0
T5,2001-08,0.0
T5,2001-09,0.0
T5,2001-10,0.0
T5,2001-11,0.0
T5,2001-12,0.0
T5,2002-01,0.0
T5,2002-02,0.0
T5,2002-03,0.0
T6,1998-01,1.0
T6,1998-02,0.0
T6,1998-03,1.0
T6,1998-04,0.0
T6,1998-05,0.0
T6,1998-06,1.0
T6,1998-07,0.0
T6,1998-08,0.0
T6,1998-09,0.0
T6,1998-10,0.0
T6,1998-11,0.0
T6,1998-12,0.0
T6,1999-01,0.0
T6,1999-02,0.0
T6,1999-03,0.0
T6,1999-04,0.0
T6,1999-05,0.0
T6,1999-06,0.0
T6,1999-07,0.0
T6,1999-08,0.0
T6,1999-09,0.0
T6,1999-10,0.0
T6,1999-11,0.0
T6,1999-12,0.0
T6,2000-01,0.0
T6,2000-02,0.0
T6,2000-03,0.0
T6,2000-04,0.0
T6,2000-05,0.0
T6,2000-06,0.0
T6,2000-07,0.0
T6,2000-08,0.0
T6,2000-09,0.0
T6,2000-10,0.0
T6,2000-11,0.0
T6,2000-12,0.0
T6,2001-01,0.0
T6,2001-02,0.0
T6,2001-03,0.0
T6,2001-04,0.0
T6,2001-05,0.0
T6,2001-06,0.0
T6,2001-07,0.0
T6,2001-08,0.0
T6,2001-09,0.0
T6,2001-10,0.0
T6,2001-11,0.0
T6,2001-12,0.0
T6,2002-01,0.0
T6,2002-02,0.0
T6,2002-03,0.0
T7,1998-01,0.0
T7,1998-02,0.0
T7,1998-03,0.0
T7,1998-04,0.0
T7,1998-05,0.0
T7,1998-06,0.0
T7,1998-07,2.0
T7,1998-08,1.0
T7,1998-09,0.0
T7,1998-10,0.0
T7,1998-11,0.0
T7,1998-12,0.0
T7,1999-01,0.0
T7,1999-02,0.0
T7,1999-03,0.0
T7,1999-04,0.0
T7,1999-05,0.0
T7,1999-06,0.0
T7,1999-07,0.0
T7,1999-08,0.0
T7,1999-09,0.0
T7,1999-10,0.0
T7,1999-11,0.0
T7,1999-12,0.0
T7,2000-01,0.0
T7,2000-02,0.0
T7,2000-03,0.0
T7,2000-04,0.0
T7,2000-05,0.0
T7,2000-06,0.0
T7,2000-07,0.0
T7,2000-08,0.0
T7,2000-09,0.0
T7,2000-10,0.0
T7,2000-11,0.0
T7,2000-12,0.0
T7,2001-01,0.0
T7,2001-02,0.0
T7,2001-03,0.0
T7,2001-04,0.0
T7,2001-05,0.0
T7,2001-06,0.0
T7,2001-07,0.0
T7,2001-08,0.0
T7,2001-09,0.0
T7,2001-10,0.0
T7,2001-11,0.0
T7,2001-12,0.0
T7,2002-01,0.0
T7,2002-02,0.0
T7,2002-03,0.0
T8,1998-01,0.0
T8,1998-02,0.0
T8,1998-03,0.0
T8,1998-04,0.0
T8,1998-05,0.0
T8,1998-06,0.0
T8,1998-07,0.0
T8,1998-08,0.0
T8,1998-09,0.0
T8,1998-10,0.0
T8,1998-11,0.0
T8,1998-12,0.0
T8,1999-01,0.0
T8,1999-02,0.0
T8,1999-03,0.0
T8,1999-04,0.0
T8,1999-05,0.0
T8,1999-06,0.0
T8,1999-07,0.0
T8,1999-08,0.0
T8,1999-09,0.0
T8,1999-10,1.0
T8,1999-11,0.0
T8,1999-12,0.0
T8,2000-01,0.0
T8,2000-02,0.0
T8,2000-03,0.0
T8,2000-04,0.0
T8,2000-05,0.0
T8,2000-06,0.0
T8,2000-07,0.0
T8,2000-08,1.0
T8,2000-09,0.0
T8,2000-10,0.0
T8,2000-11,0.0
T8,2000-12,0.0
T8,2001-01,0.0
T8,2001-02,0.0
T8,2001-03,0.0
T8,2001-04,0.0
T8,2001-05,0.0
T8,2001-06,0.0
T8,2001-07,0.0
T8,2001-08,0.0
T8,2001-09,1.0
T8,2001-10,0.0
T8,2001-11,0.0
T8,2001-12,0.0
T8,2002-01,0.0
T8,2002-02,0.0
T8,2002-03,0.0
T9,1998-01,0.0
T9,1998-02,0.0
T9,1998-03,0.0
T9,1998-04,0.0
T9,1998-05,1.0
T9,1998-06,0.0
T9,1998-07,1.0
T9,1998-08,0.0
T9,1998-09,0.0
T9,1998-10,1.0
T9,1998-11,0.0
T9,1998-12,0.0
T9,1999-01,0.0
T9,1999-02,0.0
T9,1999-03,0.0
T9,1999-04,0.0
T9,1999-05,0.0
T9,1999-06,0.0
T9,1999-07,0.0
T9,1999-08,0.0
T9,1999-09,0.0
T9,1999-10,0.0
T9,1999-11,0.0
T9,1999-12,0.0
T9,2000-01,0.0
T9,2000-02,0.0
T9,2000-03,0.0
T9,2000-04,0.0
T9,2000-05,0.0
T9,2000-06,0.0
T9,2000-07,0.0
T9,2000-08,0.0
T9,2000-09,0.0
T9,2000-10,0.0
T9,2000-11,0.0
T9,2000-12,0.0
T9,2001-01,0.0
T9,2001-02,0.0
T9,2001-03,0.0
T9,2001-04,0.0
T9,2001-05,0.0
T9,2001-06,0.0
T9,2001-07,0.0
T9,2001-08,0.0
T9,2001-09,0.0
T9,2001-10,0.0
T9,2001-11,0.0
T9,2001-12,0.0
T9,2002-01,0.0
T9,2002-02,0.0
T9,2002-03,0.0
T10,1998-01,0.0
T10,1998-02,0.0
T10,1998-03,0.0
T10,1998-04,0.0
T10,1998-05,0.0
T10,1998-06,1.0
T10,1998-07,0.0
T10,1998-08,0.0
T10,1998-09,2.0
T10,1998-10,0.0
T10,1998-11,0.0
T10,1998-12,0.0
T10,1999-01,0.0
T10,1999-02,0.0
T10,1999-03,0.0
T10,1999-04,0.0
T10,1999-05,0.0
T10,1999-06,0.0
T10,1999-07,0.0
T10,1999-08,0.0
T10,1999-09,0.0
T10,1999-10,0.0
T10,1999-11,0.0
T10,1999-12,0.0
T10,2000-01,0.0
T10,2000-02,0.0
T10,2000-03,0.0
T10,2000-04,0.0
T10,2000-05,0.0
T10,2000-06,0.0
T10,2000-07,0.0
T10,2000-08,0.0
T10,2000-09,0.0
T10,2000-10,0.0
T10,2000-11,0.0
T10,2000-12,0.0
T10,2001-01,0.0
T10,2001-02,0.0
T10,2001-03,0.0
T10,2001-04,0.0
T10,2001-05,0.0
T10,2001-06,0.0
T10,2001-07,0.0
T10,2001-08,0.0
T10,2001-09,0.0
T10,2001-10,0.0
T10,2001-11,0.0
T10,2001-12,0.0
T10,2002-01,0.0
T10,2002-02,0.0
T10,2002-03,0.0
T11,1998-01,0.0
T11,1998-02,0.0
T11,1998-03,0.0
T11,1998-04,0.0
T11,1998-05,1.0
T11,1998-06,1.0
T11,1998-07,0.0
T11,1998-08,0.0
T11,1998-09,0.0
T11,1998-10,1.0
T11,1998-11,0.0
T11,1998-12,0.0
T11,1999-01,0.0
T11,1999-02,0.0
T11,1999-03,0.0
T11,1999-04,0.0
T11,1999-05,0.0
T11,1999-06,0.0
T11,1999-07,0.0
T11,1999-08,0.0
T11,1999-09,0.0
T11,1999-10,0.0
T11,1999-11,0.0
T11,1999-12,0.0
T11,2000-01,0.0
T11,2000-02,0.0
T11,2000-03,0.0
T11,2000-04,0.0
T11,2000-05,0.0
T11,2000-06,0.0
T11,2000-07,0.0
T11,2000-08,0.0
T11,2000-09,0.0
T11,2000-10,0.0
T11,2000-11,0.0
T11,2000-12,0.0
T11,2001-01,0.0
T11,2001-02,0.0
T11,2001-03,0.0
T11,2001-04,0.0
T11,2001-05,0.0
T11,2001-06,0.0
T11,2001-07,0.0
T11,2001-08,0.0
T11,2001-09,0.0
T11,2001-10,0.0
T11,2001-11,0.0
T11,2001-12,0.0
T11,2002-01,0.0
T11,2002-02,0.0
T11,2002-03,0.0
T12,1998-01,0.0
T12,1998-02,0.0
T12,1998-03,0.0
T12,1998-04,0.0
T12,1998-05,0.0
T12,1998-06,0.0
T12,1998-07,0.0
T12,1998-08,0.0
T12,1998-09,0.0
T12,1998-10,0.0
T12,1998-11,0.0
T12,1998-12,0.0
T12,1999-01,2.0
T12,1999-02,0.0
T12,1999-03,0.0
T12,1999-04,0.0
T12,1999-05,0.0
T12,1999-06,0.0
T12,1999-07,0.0
T12,1999-08,0.0
T12,1999-09,0.0
T12,1999-10,0.0
T12,1999-11,0.0
T12,1999-12,0.0
T12,2000-01,0.0
T12,2000-02,0.0
T12,2000-03,0.0
T12,2000-04,0.0
T12,2000-05,0.0
T12,2000-06,0.0
T12,2000-07,0.0
T12,2000-08,0.0
T12,2000-09,0.0
T12,2000-10,0.0
T12,2000-11,0.0
T12,2000-12,0.0
T12,2001-01,0.0
T12,2001-02,0.0
T12,2001-03,0.0
T12,2001-04,0.0
T12,2001-05,0.0
T12,2001-06,1.0
T12,2001-07,0.0
T12,2001-08,0.0
T12,2001-09,0.0
T12,2001-10,0.0
T12,2001-11,0.0
T12,2001-12,0.0
T12,2002-01,0.0
T12,2002-02,0.0
T12,2002-03,0.0
T13,1998-01,0.0
T13,1998-02,0.0
T13,1998-03,0.0
T13,1998-04,2.0
T13,1998-05,0.0
T13,1998-06,0.0
T13,1998-07,0.0
T13,1998-08,0.0
T13,1998-09,0.0
T13,1998-10,0.0
T13,1998-11,0.0
T13,1998-12,0.0
T13,1999-01,0.0
T13,1999-02,0.0
T13,1999-03,1.0
T13,1999-04,0.0
T13,1999-05,0.0
T13,1999-06,0.0
T13,1999-07,0.0
T13,1999-08,0.0
T13,1999-09,0.0
T13,1999-10,0.0
T13,1999-11,0.0
T13,1999-12,0.0
T13,2000-01,0.0
T13,2000-02,0.0
T13,2000-03,0.0
T13,2000-04,0.0
T13,2000-05,0.0
T13,2000-06,0.0
T13,2000-07,0.0
T13,2000-08,0.0
T13,2000-09,0.0
T13,2000-10,0.0
T13,2000-11,0.0
T13,2000-12,0.0
T13,2001-01,0.0
T13,2001-02,0.0
T13,2001-03,0.0
T13,2001-04,0.0
T13,2001-05,0.0
T13,2001-06,0.0
T13,2001-07,0.0
T13,2001-08,0.0
T13,2001-09,0.0
T13,2001-10,0.0
T13,2001-11,0.0
T13,2001-12,0.0
T13,2002-01,0.0
T13,2002-02,0.0
T13,2002-03,0.0
T14,1998-01,0.0
T14,1998-02,0.0
T14,1998-03,0.0
T14,1998-04,0.0
T14,1998-05,0.0
T14,1998-06,0.0
T14,1998-07,0.0
T14,1998-08,0.0
T14,1998-09,0.0
T14,1998-10,0.0
T14,1998-11,0.0
T14,1998-12,0.0
T14,1999-01,0.0
T14,1999-02,0.0
T14,1999-03,0.0
T14,1999-04,0.0
T14,1999-05,0.0
T14,1999-06,0.0
T14,1999-07,0.0
T14,1999-08,0.0
T14,1999-09,0.0
T14,1999-10,0.0
T14,1999-11,0.0
T14,1999-12,0.0
T14,2000-01,0.0
T14,2000-02,0.0
T14,2000-03,0.0
T14,2000-04,0.0
T14,2000-05,0.0
T14,2000-06,0.0
T14,2000-07,0.0
T14,2000-08,0.0
T14,2000-09,0.0
T14,2000-10,0.0
T14,2000-11,0.0
T14,2000-12,0.0
T14,2001-01,2.0
T14,2001-02,0.0
T14,2001-03,0.0
T14,2001-04,1.0
T14,2001-05,0.0
T14,2001-06,0.0
T14,2001-07,0.0
T14,2001-08,0.0
T14,2001-09,0.0
T14,2001-10,0.0
T14,2001-11,0.0
T14,2001-12,0.0
T14,2002-01,0.0
T14,2002-02,0.0
T14,2002-03,0.0
T15,1998-01,0.0
T15,1998-02,0.0
T15,1998-03,0.0
T15,1998-04,0.0
T15,1998-05,0.0
T15,1998-06,0.0
T15,1998-07,0.0
T15,1998-08,0.0
T15,1998-09,0.0
T15,1998-10,0.0
T15,1998-11,0.0
T15,1998-12,0.0
T15,1999-01,0.0
T15,1999-02,0.0
T15,1999-03,0.0
T15,1999-04,0.0
T15,1999-05,0.0
T15,1999-06,0.0
T15,1999-07,0.0
T15,1999-08,0.0
T15,1999-09,0.0
T15,1999-10,1.0
T15,1999-11,0.0
T15,1999-12,0.0
T15,2000-01,1.0
T15,2000-02,0.0
T15,2000-03,1.0
T15,2000-04,0.0
T15,2000-05,0.0
T15,2000-06,0.0
T15,2000-07,0.0
T15,2000-08,0.0
T15,2000-09,0.0
T15,2000-10,0.0
T15,2000-11,0.0
T15,2000-12,0.0
T15,2001-01,0.0
T15,2001-02,0.0
T15,2001-03,0.0
T15,2001-04,0.0
T15,2001-05,0.0
T15,2001-06,0.0
T15,2001-07,0.0
T15,2001-08,0.0
T15,2001-09,0.0
T15,2001-10,0.0
T15,2001-11,0.0
T15,2001-12,0.0
T15,2002-01,0.0
T15,2002-02,0.0
T15,2002-03,0.0
T16,1998-01,0.0
T16,1998-02,0.0
T16,1998-03,0.0
T16,1998-04,0.0
T16,1998-05,0.0
T16,1998-06,0.0
T16,1998-07,0.0
T16,1998-08,1.0
T16,1998-09,1.0
T16,1998-10,0.0
T16,1998-11,0.0
T16,1998-12,0.0
T16,1999-01,0.0
T16,1999-02,0.0
T16,1999-03,0.0
T16,1999-04,0.0
T16,1999-05,0.0
T16,1999-06,0.0
T16,1999-07,0.0
T16,1999-08,0.0
T16,1999-09,0.0
T16,1999-10,0.0
T16,1999-11,0.0
T16,1999-12,0.0
T16,2000-01,0.0
T16,2000-02,0.0
T16,2000-03,0.0
T16,2000-04,0.0
T16,2000-05,0.0
T16,2000-06,0.0
T16,2000-07,0.0
T16,2000-08,0.0
T16,2000-09,0.0
T16,2000-10,0.0
T16,2000-11,0.0
T16,2000-12,0.0
T16,2001-01,0.0
T16,2001-02,0.0
T16,2001-03,0.0
T16,2001-04,1.0
T16,2001-05,0.0
T16,2001-06,0.0
T16,2001-07,0.0
T16,2001-08,0.0
T16,2001-09,0.0
T16,2001-10,0.0
T16,2001-11,0.0
T16,2001-12,0.0
T16,2002-01,0.0
T16,2002-02,0.0
T16,2002-03,0.0
T17,1998-01,0.0
T17,1998-02,0.0
T17,1998-03,0.0
T17,1998-04,0.0
T17,1998-05,0.0
T17,1998-06,0.0
T17,1998-07,0.0
T17,1998-08,0.0
T17,1998-09,0.0
T17,1998-10,0.0
T17,1998-11,0.0
T17,1998-12,0.0
T17,1999-01,0.0
T17,1999-02,0.0
T17,1999-03,0.0
T17,1999-04,0.0
T17,1999-05,0.0
T17,1999-06,0.0
T17,1999-07,0.0
T17,1999-08,0.0
T17,1999-09,0.0
T17,1999-10,0.0
T17,1999-11,0.0
T17,1999-12,0.0
T17,2000-01,0.0
T17,2000-02,0.0
T17,2000-03,1.0
T17,2000-04,0.0
T17,2000-05,0.0
T17,2000-06,0.0
T17,2000-07,0.0
T17,2000-08,0.0
T17,2000-09,0.0
T17,2000-10,0.0
T17,2000-11,0.0
T17,2000-12,0.0
T17,2001-01,0.0
T17,2001-02,0.0
T17,2001-03,0.0
T17,2001-04,0.0
T17,2001-05,1.0
T17,2001-06,0.0
T17,2001-07,1.0
T17,2001-08,0.0
T17,2001-09,0.0
T17,2001-10,0.0
T17,2001-11,0.0
T17,2001-12,0.0
T17,2002-01,0.0
T17,2002-02,0.0
T17,2002-03,0.0
T18,1998-01,0.0
T18,1998-02,0.0
T18,1998-03,0.0
T18,1998-04,0.0
T18,1998-05,0.0
T18,1998-06,0.0
T18,1998-07,0.0
T18,1998-08,0.0
T18,1998-09,0.0
T18,1998-10,0.0
T18,1998-11,0.0
T18,1998-12,0.0
T18,1999-01,0.0
T18,1999-02,0.0
T18,1999-03,0.0
T18,1999-04,0.0
T18,1999-05,0.0
T18,1999-06,0.0
T18,1999-07,0.0
T18,1999-08,0.0
T18,1999-09,0.0
T18,1999-10,0.0
T18,1999-11,0.0
T18,1999-12,0.0
T18,2000-01,0.0
T18,2000-02,0.0
T18,2000-03,0.0
T18,2000-04,0.0
T18,2000-05,0.0
T18,2000-06,0.0
T18,2000-07,0.0
T18,2000-08,0.0
T18,2000-09,1.0
T18,2000-10,0.0
T18,2000-11,0.0
T18,2000-12,0.0
T18,2001-01,0.0
T18,2001-02,0.0
T18,2001-03,1.0
T18,2001-04,0.0
T18,2001-05,0.0
T18,2001-06,1.0
T18,2001-07,0.0
T18,2001-08,0.0
T18,2001-09,0.0
T18,2001-10,0.0
T18,2001-11,0.0
T18,2001-12,0.0
T18,2002-01,0.0
T18,2002-02,0.0
T18,2002-03,0.0
T19,1998-01,0.0
T19,1998-02,0.0
T19,1998-03,0.0
T19,1998-04,0.0
T19,1998-05,0.0
T19,1998-06,0.0
T19,1998-07,0.0
T19,1998-08,0.0
T19,1998-09,0.0
T19,1998-10,0.0
T19,1998-11,0.0
T19,1998-12,2.0
T19,1999-01,0.0
T19,1999-02,1.0
T19,1999-03,0.0
T19,1999-04,0.0
T19,1999-05,0.0
T19,1999-06,0.0
T19,1999-07,0.0
T19,1999-08,0.0
T19,1999-09,0.0
T19,1999-10,0.0
T19,1999-11,0.0
T19,1999-12,0.0
T19,2000-01,0.0
T19,2000-02,0.0
T19,2000-03,0.0
T19,2000-04,0.0
T19,2000-05,0.0
T19,2000-06,0.0
T19,2000-07,0.0
T19,2000-08,0.0
T19,2000-09,0.0
T19,2000-10,0.0
T19,2000-11,0.0
T19,2000-12,0.0
T19,2001-01,0.0
T19,2001-02,0.0
T19,2001-03,0.0
T19,2001-04,0.0
T19,2001-05,0.0
T19,2001-06,0.0
T19,2001-07,0.0
T19,2001-08,0.0
T19,2001-09,0.0
T19,2001-10,0.0
T19,2001-11,0.0
T19,2001-12,0.0
T19,2002-01,0.0
T19,2002-02,0.0
T19,2002-03,0.0
T20,1998-01,0.0
T20,1998-02,0.0
T20,1998-03,0.0
T20,1998-04,0.0
T20,1998-05,0.0
T20,1998-06,0.0
T20,1998-07,0.0
T20,1998-08,0.0
T20,1998-09,0.0
T20,1998-10,0.0
T20,1998-11,0.0
T20,1998-12,0.0
T20,1999-01,0.0
T20,1999-02,0.0
T20,1999-03,0.0
T20,1999-04,0.0
T20,1999-05,0.0
T20,1999-06,1.0
T20,1999-07,0.0
T20,1999-08,0.0
T20,1999-09,0.0
T20,1999-10,0.0
T20,1999-11,1.0
T20,1999-12,0.0
T20,2000-01,0.0
T20,2000-02,0.0
T20,2000-03,0.0
T20,2000-04,0.0
T20,2000-05,0.0
T20,2000-06,0.0
T20,2000-07,0.0
T20,2000-08,0.0
T20,2000-09,0.0
T20,2000-10,0.0
T20,2000-11,0.0
T20,2000-12,0.0
T20,2001-01,0.0
T20,2001-02,0.0
T20,2001-03,0.0
T20,2001-04,0.0
T20,2001-05,0.0
T20,2001-06,0.0
T20,2001-07,1.0
T20,2001-08,0.0
T20,2001-09,0.0
T20,2001-10,0.0
T20,2001-11,0.0
T20,2001-12,0.0
T20,2002-01,0.0
T20,2002-02,0.0
T20,2002-03,0.0
T21,1998-01,0.0
T21,1998-02,0.0
T21,1998-03,0.0
T21,1998-04,0.0
T21,1998-05,0.0
T21,1998-06,0.0
T21,1998-07,0.0
T21,1998-08,0.0
T21,1998-09,0.0
T21,1998-10,0.0
T21,1998-11,0.0
T21,1998-12,0.0
T21,1999-01,0.0
T21,1999-02,0.0
T21,1999-03,0.0
T21,1999-04,0.0
T21,1999-05,0.0
T21,1999-06,0.0
T21,1999-07,0.0
T21,1999-08,0.0
T21,1999-09,0.0
T21,1999-10,0.0
T21,1999-11,0.0
T21,1999-12,0.0
T21,2000-01,0.0
T21,2000-02,0.0
T21,2000-03,2.0
T21,2000-04,0.0
T21,2000-05,0.0
T21,2000-06,0.0
T21,2000-07,0.0
T21,2000-08,0.0
T21,2000-09,0.0
T21,2000-10,0.0
T21,2000-11,0.0
T21,2000-12,0.0
T21,2001-01,0.0
T21,2001-02,0.0
T21,2001-03,0.0
T21,2001-04,0.0
T21,2001-05,0.0
T21,2001-06,0.0
T21,2001-07,0.0
T21,2001-08,0.0
T21,2001-09,0.0
T21,2001-10,0.0
T21,2001-11,0.0
T21,2001-12,1.0
T21,2002-01,0.0
T21,2002-02,0.0
T21,2002-03,0.0
T22,1998-01,0.0
T22,1998-02,0.0
T22,1998-03,0.0
T22,1998-04,0.0
T22,1998-05,0.0
T22,1998-06,0.0
T22,1998-07,0.0
T22,1998-08,0.0
T22,1998-09,0.0
T22,1998-10,0.0
T22,1998-11,0.0
T22,1998-12,0.0
T22,1999-01,0.0
T22,1999-02,1.0
T22,1999-03,1.0
T22,1999-04,0.0
T22,1999-05,0.0
T22,1999-06,0.0
T22,1999-07,0.0
T22,1999-08,0.0
T22,1999-09,0.0
T22,1999-10,0.0
T22,1999-11,0.0
T22,1999-12,0.0
T22,2000-01,0.0
T22,2000-02,0.0
T22,2000-03,0.0
T22,2000-04,0.0
T22,2000-05,0.0
T22,2000-06,0.0
T22,2000-07,0.0
T22,2000-08,0.0
T22,2000-09,0.0
T22,2000-10,0.0
T22,2000-11,0.0
T22,2000-12,0.0
T22,2001-01,0.0
T22,2001-02,0.0
T22,2001-03,0.0
T22,2001-04,1.0
T22,2001-05,0.0
T22,2001-06,0.0
T22,2001-07,0.0
T22,2001-08,0.0
T22,2001-09,0.0
T22,2001-10,0.0
T22,2001-11,0.0
T22,2001-12,0.0
T22,2002-01,0.0
T22,2002-02,0.0
T22,2002-03,0.0
T23,1998-01,0.0
T23,1998-02,0.0
T23,1998-03,0.0
T23,1998-04,0.0
T23,1998-05,0.0
T23,1998-06,0.0
T23,1998-07,0.0
T23,1998-08,0.0
T23,1998-09,0.0
T23,1998-10,0.0
T23,1998-11,0.0
T23,1998-12,0.0
T23,1999-01,0.0
T23,1999-02,0.0
T23,1999-03,0.0
T23,1999-04,0.0
T23,1999-05,0.0
T23,1999-06,0.0
T23,1999-07,0.0
T23,1999-08,0.0
T23,1999-09,0.0
T23,1999-10,0.0
T23,1999-11,0.0
T23,1999-12,0.0
T23,2000-01,0.0
T23,2000-02,1.0
T23,2000-03,0.0
T23,2000-04,0.0
T23,2000-05,0.0
T23,2000-06,0.0
T23,2000-07,0.0
T23,2000-08,0.0
T23,2000-09,0.0
T23,2000-10,0.0
T23,2000-11,0.0
T23,2000-12,0.0
T23,2001-01,0.0
T23,2001-02,1.0
T23,2001-03,1.0
T23,2001-04,0.0
T23,2001-05,0.0
T23,2001-06,0.0
T23,2001-07,0.0
